Order ID,First Name,Last Name,Order Date,Product Price,Quantity,Shipping Address
43b7a3a6-9a8d-4a03-980d-7b71d8f56413,Kevin,Mills,2024-09-15,64.34,9.0,"1545 Tara Lodge, Lake Mollymouth, AR 25087"
759cde66-bacf-43d0-8b1f-9163ce9ff57f,Christina,Moran,2024-07-08,126.88,2.0,"703 Dunn Heights Suite 710, Lake Eric, AL 72885"
ec1b8ca1-f91e-4d4c-9ff4-9b7889463e85,Eugene,Walton,2025-04-24,293.92,9.0,"PSC 8214, Box 6584, APO AE 37573"
4b0dbb41-8d52-48f1-942c-3fe860e7a113,Jimmy,Murillo,2024-03-22,467.68,8.0,"78755 Gibson Islands Apt. 396, Port Kimberly, MD 98110"
e2acf72f-9e57-4f7a-a0ee-89aed453dd32,Angel,Lewis Md,2024-08-22,359.51,9.0,"2702 Kane Well Suite 187, Lake Douglasberg, NJ 35238"
3139d32c-93cd-49bf-9c94-1cf0dc98d2c1,Shirley,Suarez,2024-08-01,200.91,9.0,"158 Finley Road Suite 809, East Crystalport, WA 12347"
a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,Christopher,Bass,2024-10-16,153.5,3.0,"172 Berger Cape, Lauraport, MN 56951"
fc377a4c-4a15-444d-85e7-ce8a3a578a8e,Lisa,Archer,2023-06-11,377.17,8.0,"222 Chelsea Light Apt. 792, South Dana, KS 87905"
ddd1dfb2-3b98-4ef8-9af6-1a26146d3f31,Aimee,Montoya,2023-07-25,231.85,4.0,"8217 Huerta Hills Suite 474, South Melissa, IA 50487"
7412b293-4729-4739-a14f-f3d719db3ad0,Matthew,Mcmillan,2024-10-01,498.07,5.0,"406 Smith Way Apt. 974, New Laurie, SC 25421"
29a3b2e9-5d65-4441-9588-42dea2bc372f,Brian,Rodriguez,2024-04-17,110.51,9.0,"104 Johnson Lakes, North Renee, WA 54961"
ab9099a4-35a2-40ae-9af3-05535ec42e08,Denise,Jacobs,2023-09-03,466.96,4.0,"588 Rivas Glens, Coffeyport, MA 15596"
aefcfad8-efc8-4849-b3aa-7efe4458a885,Christina,Walters,2025-03-24,440.24,2.0,"36851 Smith Plain, South Miguelview, MS 84196"
a28defe3-9bf0-4273-9247-6f57a5e5a5ab,John,Whitehead,2024-05-13,83.08,4.0,"USS Leonard, FPO AA 03781"
3eabedcb-baa8-4dd4-88bd-64072bcfbe01,Anna,Henderson,2023-10-09,353.25,6.0,"317 Banks Crescent Apt. 004, Wilsonbury, ND 18282"
451b4cf3-6123-4df7-b656-af7229d4beef,Aaron,Wise,2023-06-29,493.68,2.0,"869 Nicole Shoal Apt. 796, Antoniostad, NV 58788"
b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,Deborah,Figueroa,2023-12-09,8.87,4.0,"USNV Garcia, FPO AP 48648"
5304317f-af42-412f-b838-b3268e944239,Jessica,Smith,2024-03-10,153.19,3.0,"64317 Elizabeth Row Apt. 053, Port Anne, WV 73142"
0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,Stephen,Mckee,2024-01-30,469.77,2.0,"52904 Vanessa Plains, Laurenville, AK 17776"
ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,Sandra,Aguilar,2023-11-01,62.14,6.0,"502 Williams Streets, Foxland, NV 47954"
10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,Cameron,Parker,2024-05-08,278.85,7.0,"8390 Ellis Burgs, South Melaniechester, CT 64761"
9132b63e-f162-47e4-a9c3-49e03602f8ac,Rebecca,Valencia,2024-01-29,304.39,5.0,"15921 Joshua Roads Suite 698, Shawnchester, WY 92484"
366eb16f-508e-4ad7-b7c9-3acfe059a0ee,Christine,Wright,2024-02-07,105.78,7.0,"7365 Ross Stream, West Ronaldview, FL 90524"
e27a984d-6548-41d0-bfcd-9eb1a7cad415,Marc,Moore,2025-04-03,453.14,1.0,"165 Parrish Stravenue Apt. 494, Dalehaven, FL 86580"
24933b83-7577-40a9-a491-f0b2ea1fca65,Sharon,Cherry,2024-03-10,50.69,10.0,"8514 Lindsay Vista, New Sarahview, HI 36319"
beb79919-3f22-4af8-a3be-d01d43cf2fde,Sierra,Johnson,2023-12-23,141.96,1.0,"5022 Jones Streets Apt. 183, Barnesmouth, MN 41347"
956269f0-e5d7-4875-adad-d6c795a76d79,Sharon,Cochran,2025-02-25,134.67,7.0,"1497 Williams Locks Apt. 034, Port Derrick, LA 43508"
ff50bde4-3825-47b8-9cab-cc97663f1c97,Richard,Rodriguez,2024-04-12,278.08,9.0,"622 Patel Forks Suite 160, Smithland, MD 75966"
7e570ddf-8270-40a8-a369-b584ff5e9ff0,Shannon,Walker,2023-12-02,9.79,4.0,"641 Smith Islands Apt. 975, South Meganbury, OR 52988"
dc713d96-0c0f-4195-817a-f08a1745d6d8,Julia,Torres,2025-02-27,442.14,5.0,"5352 William Crescent Apt. 552, North Dwayne, HI 79458"
28f49481-a0a0-4dc4-a720-9bdf1c11f735,Crystal,Johnson,2023-07-23,275.07,1.0,"77997 Lin Road, Edwardland, NV 83257"
98ae4334-6c12-4ce8-ae34-0454cac5b68c,Garrett,Lin,2024-05-20,293.34,7.0,"058 Lance Mission Apt. 054, Lake Michelleland, PA 66963"
988c24c9-61b1-4d22-a280-1c4510435a10,Diana,May,2023-06-05,68.09,8.0,"9359 Mason Circle, Garciamouth, CO 66633"
405cacec-8774-49a9-b7d2-1e02ff01cf99,William,Herrera,2024-12-22,450.0,10.0,"77889 Michael Haven, Ortizmouth, PA 07364"
f143262f-dc5c-4eed-8da0-365bf89897b9,Ashley,Waller,2024-07-12,431.05,7.0,"51864 Cummings Shoals Apt. 519, West Kyle, UT 87288"
c0398710-8976-4334-a281-7efdae849217,Jeffrey,Chandler,2024-02-16,55.88,5.0,"8652 Debbie Manors, Andrewport, IL 45292"
5715bd6f-a416-4293-84c2-e2e3444ea7c8,Larry,Dixon,2023-11-11,442.65,8.0,"USCGC Lee, FPO AE 20809"
287d06ca-6f4c-469a-8b22-d3081c8eaee9,Kenneth,Scott,2024-10-06,312.23,5.0,"880 Walter River, New Nicholas, HI 91313"
b8db0672-f42d-47cc-80d4-af5974273ca3,April,Frost,2023-07-13,465.29,4.0,"706 Rhodes Freeway, Bishopmouth, ND 31849"
f8cda88b-436d-46e2-b83c-fe0be037e5ed,Michelle,Harmon,2025-01-16,488.22,6.0,"59774 Shaw Manor Apt. 392, Brettfort, MN 73185"
81f76d1c-2dbc-4134-830f-f46e8026695f,Helen,Jones,2024-10-08,441.3,7.0,"USS Mitchell, FPO AE 36256"
81f631d4-a392-41a7-9777-a4774c66e0a8,Michelle,Evans,2024-12-26,465.75,2.0,"522 Justin Village, Hortonberg, VT 61988"
5fb8d16c-2720-497d-b2eb-d6899be578c7,Jason,Powell,2023-06-14,432.71,9.0,"04328 Rodriguez Heights, West David, MT 84249"
f4188f3f-8a14-4e62-a95b-4715c333e861,Cameron,Fisher,2023-11-29,137.07,5.0,"17980 Jennifer Highway Suite 095, New Robert, TN 11722"
eb2263dd-87c5-421e-ac24-a3c5c754108f,Megan,Orr,2023-10-22,58.51,4.0,"88888 Peter Mountains Apt. 654, West Kristinastad, VA 86628"
7d154385-52fb-443b-9954-6eb400257ad1,Dustin,Jordan,2023-06-05,409.21,4.0,"USCGC Hays, FPO AP 62550"
5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,Mary,Marshall,2024-09-14,156.07,1.0,"5054 Lauren Mews, Paulfurt, HI 65539"
ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,Daniel,Kennedy,2023-09-16,117.66,4.0,"416 Ryan View Apt. 845, North Markport, NV 79487"
14296c07-f26b-4776-913e-4de2e0c53cb8,Jose,Schultz,2023-08-27,432.85,4.0,"29702 Joel Rue, Michaelshire, PA 20612"
d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,Robert,Potter,2024-05-22,143.17,5.0,"7192 Sanders Run Suite 310, South April, OH 15936"
885f6e66-c2b6-42c5-ba5d-310011b7e948,Courtney,Gonzalez,2024-10-21,202.84,3.0,"739 Benson Overpass Apt. 121, Thompsonmouth, TX 42390"
a8e56e0c-20de-435d-a031-d750c40db9b4,David,Alvarez,2023-08-17,270.43,2.0,"844 Jennifer Squares, Port Michael, DE 26843"
2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,Angel,Perry,2024-08-01,62.09,3.0,"0589 Mcdonald Plaza, New Nicole, ME 52688"
9b49bd26-df57-459a-8715-a10343dac043,Cheyenne,Horton,2023-11-06,93.39,2.0,"Unit 7866 Box 9125, DPO AP 10221"
edcd465e-3638-4821-b6e0-7cc06c52c49f,David,Douglas Jr.,2024-05-16,136.41,5.0,"89226 Marie Path Apt. 422, Sarahbury, NC 37731"
b09b2a5c-badc-432a-8159-0f538a0f4efb,Patricia,Rodriguez,2024-11-14,220.11,7.0,"84249 Wayne Extension Apt. 299, Meganshire, AK 11147"
66245bfa-4fcc-439a-b683-d2e6337ea2df,Christopher,Rubio,2023-12-06,160.27,4.0,"396 Tyler Road Suite 473, Evansland, AR 21220"
5f987c71-a65e-488e-abf3-ad39fec21bbe,Amber,Wright,2025-01-05,258.15,5.0,"3592 Hensley Island Suite 625, West Johnville, NV 32996"
7394988f-847f-49b4-a64d-1bcb702753a1,Joyce,Solis,2024-03-02,290.41,4.0,"6963 Lisa Ports, Jamesburgh, NY 61687"
1064005c-3985-43cf-bf76-be1d1efa2197,Victoria,Larson,2023-09-28,355.85,5.0,"0168 Levy Forge Suite 004, Harperfort, ND 01572"
01d74256-3860-4ab6-96a4-02f23ae8cc93,Kathy,Rivas,2024-09-03,361.12,10.0,"65585 James Pass, Porterton, DC 94032"
0f1259e0-a18f-46b6-b535-106e122c9a56,Stephanie,Manning,2024-12-21,336.96,6.0,"729 Mark Ridge Suite 269, Brittneyhaven, NY 70275"
080aadfb-e7c9-4b26-9141-25c63a9bedd4,David,Wright,2024-11-28,39.64,6.0,"0551 Silva Underpass Apt. 974, Lake Brett, GA 69213"
839fbc50-1223-4513-9496-f63cdc1110c1,Pamela,Boyd,2023-08-17,168.45,5.0,"30913 Scott Manor Apt. 636, Salaston, DC 68485"
7c441fe7-ab42-40a7-874a-493b3ceddf2d,Devon,Flores,2025-02-15,153.66,8.0,"3757 Castro Underpass Suite 419, Huangfurt, MI 19699"
b92da22b-21df-406f-8a0b-3c3336d8393a,Brenda,Hall,2023-09-25,207.15,6.0,"157 Burgess Forest Apt. 848, Derrickshire, IA 07154"
93829b43-922f-415a-a1e3-db63ef7ddc76,Michelle,Brown,2024-01-17,151.35,8.0,"301 Rivera Mountains, Lake Kellitown, GA 53835"
7914c120-c8dc-419f-be35-11287900f7f9,Joshua,Perry,2023-08-12,213.12,7.0,"3454 Rebecca Corners Apt. 802, Khanburgh, AZ 52535"
1825bc54-30be-445f-a835-14f2ceb81f9d,Jason,Stein,2024-08-12,340.27,9.0,"400 Bradley Coves, Justinside, NM 18090"
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,Melissa,Gates,2023-06-09,309.68,5.0,"3152 Wong Stravenue Apt. 054, East Cheryl, MO 56560"
dd2467ac-778e-4db3-a93d-ffbc6c6fa611,Jamie,Smith,2025-05-11,276.23,9.0,"1227 Boyle Avenue, Patrickmouth, KY 43705"
0f844fef-1931-49ee-a56c-0941fbf24050,Jennifer,Adkins,2024-08-10,292.09,10.0,"2795 Miles Mountains, Port John, PA 11231"
ccf3a171-56dc-4907-ba6c-34ab6712303a,Lindsey,Walker,2024-10-28,235.17,4.0,"91088 Ashley Drive Apt. 587, Lake Jamieshire, CO 67396"
